,comment,labels,scores,classified,Components List,label confidence score,Sentiment,Sentiment Confidence Score,Specification,Specification Confidence Score,Specific Component
20,actually iwatch ultra is a watch for people who want to display status on their wrist people who do those extreme type of sport are better off with a watch that is specifically made for their type of activity and that is what you gon na see in the end like 90percent of people who will wear this watch will propably use it to check their message,"['Design Specifications', 'Software', 'Advertising']","[0.601432204246521, 0.2121214121580124, 0.18644630908966064]",Design Specifications,['display'],0.601432204246521,NEGATIVE,0.9907620549201964,display_type,0.20258775353431702,display
21,i am just a regular user who need a resistant case to my job in an ambulance and like the design or the bigger display and more brightness from the ultra and i am not in your draw,"['Design Specifications', 'Software', 'Advertising']","[0.7877784967422485, 0.12837213277816772, 0.08384932577610016]",Design Specifications,['display'],0.7877784967422485,NEGATIVE,0.9979615211486816,display_protection,0.21625696122646332,display
22,unske the dual frequency gps is super useful for me with photography and i will leave my phone at home when i go out it also ha very good triangulation with the mics so no wind noise come in i also can take this watch skiing and have a big enough display for my huge hand the night display help with night photography it is great for me to each their own,"['Design Specifications', 'Software', 'Advertising']","[0.6764242649078369, 0.18673324584960938, 0.13684247434139252]",Design Specifications,['display'],0.6764242649078369,POSITIVE,0.996122419834137,display_type,0.22411736845970154,display
23,impressive feature and beautiful display but miss the mark big clunky and mediocre battery life this ultramarathoner will stick with coros,"['Design Specifications', 'Advertising', 'Software']","[0.7537488341331482, 0.12839442491531372, 0.11785674095153809]",Design Specifications,"['display', 'battery']",0.7537488341331482,NEGATIVE,0.9954180717468262,touchscreen_type,0.2152533382177353,display
24,impressive feature and beautiful display but miss the mark big clunky and mediocre battery life this ultramarathoner will stick with coros,"['Design Specifications', 'Advertising', 'Software']","[0.7537488341331482, 0.12839442491531372, 0.11785674095153809]",Design Specifications,"['display', 'battery']",0.7537488341331482,NEGATIVE,0.9954180717468262,Compatibility,0.35127976536750793,battery
25,the best fitness tracker doe not even have a display all apple needed to do wa make the 8 slightly thicker for the battery charged 600 rather than 800 and called it a pro,"['Design Specifications', 'Advertising', 'Software']","[0.4372899532318115, 0.39821404218673706, 0.16449597477912903]",Design Specifications,"['display', 'battery']",0.4372899532318115,POSITIVE,0.991680920124054,variable_refresh_rate,0.256121963262558,display
26,the best fitness tracker doe not even have a display all apple needed to do wa make the 8 slightly thicker for the battery charged 600 rather than 800 and called it a pro,"['Design Specifications', 'Advertising', 'Software']","[0.4372899532318115, 0.39821404218673706, 0.16449597477912903]",Design Specifications,"['display', 'battery']",0.4372899532318115,POSITIVE,0.991680920124054,Type,0.39097023010253906,battery
27,this watch ha an absolutely enormous pull for me a an astronomer it ha a red filter for the display which is absolutely crucial for astronomy to protect night vision my current apple watch if i accidentally tilt my wrist kill my night vision however the biggest reason is the waypoint marker often u astronomer need to travel far and to remote location to find darker sky my closest dark sky area is beautiful but ha absolutely zero signal of any degree and can be pretty easy to get lost something like the waypoint marker if accurate and reliable would massively increase my confidence and enjoyment traveling to remote site and further my enjoyment of astronomy,"['Design Specifications', 'Advertising', 'Software']","[0.8067905902862549, 0.10470310598611832, 0.08850622922182083]",Design Specifications,"['display', 'display']",0.8067905902862549,NEGATIVE,0.8388077616691589,display_protection,0.33408424258232117,display
28,this watch ha an absolutely enormous pull for me a an astronomer it ha a red filter for the display which is absolutely crucial for astronomy to protect night vision my current apple watch if i accidentally tilt my wrist kill my night vision however the biggest reason is the waypoint marker often u astronomer need to travel far and to remote location to find darker sky my closest dark sky area is beautiful but ha absolutely zero signal of any degree and can be pretty easy to get lost something like the waypoint marker if accurate and reliable would massively increase my confidence and enjoyment traveling to remote site and further my enjoyment of astronomy,"['Design Specifications', 'Advertising', 'Software']","[0.8067905902862549, 0.10470310598611832, 0.08850622922182083]",Design Specifications,"['display', 'display']",0.8067905902862549,NEGATIVE,0.8388077616691589,display_protection,0.33408424258232117,display
29,is the display flippable so that the crown can be on the left for ppl who prefer to where the watch on right wrist,"['Design Specifications', 'Software', 'Advertising']","[0.5749289989471436, 0.3290274143218994, 0.09604360908269882]",Design Specifications,['display'],0.5749289989471436,NEGATIVE,0.9916117191314696,touchscreen_type,0.2603131830692291,display
30,marque if you are wearing your watch on the right arm please rotate the display in setting so the crown is easier to access,"['Design Specifications', 'Software', 'Advertising']","[0.4195164740085602, 0.3690394461154938, 0.21144409477710724]",Design Specifications,['display'],0.4195164740085602,NEGATIVE,0.9848389625549316,display_type,0.3343697786331177,display
31,what kind of car do you drive that ha that huge display,"['Design Specifications', 'Advertising', 'Software']","[0.5537082552909851, 0.3458528518676758, 0.1004389226436615]",Design Specifications,['display'],0.5537082552909851,POSITIVE,0.9963118433952332,display_type,0.20637944340705872,display
32,speaking from an electrical engineering nerd perspective i just geek had to have it for the large display i am a big guy too so the large size will not bother me also being in my mid 40 is helping out my eyesight a well also big upgrade for me a i am still rocking a series 2 apple watch can not wait for my delivery,"['Design Specifications', 'Software', 'Advertising']","[0.6996915340423584, 0.19892056286334991, 0.10138789564371109]",Design Specifications,['display'],0.6996915340423584,POSITIVE,0.9878936409950256,display_type,0.18273182213306427,display
33,2 full day with always on display on or off did not mention bro,"['Design Specifications', 'Software', 'Advertising']","[0.42735469341278076, 0.32272791862487793, 0.24991732835769653]",Design Specifications,['display'],0.4273546934127807,NEGATIVE,0.9723727107048036,always_on_display,0.40033209323883057,display
34,i ordered one instantly on day one after the conference i may not need all it sport feature but i surely do want bigger display longest batter life ever and the brightest screen for outdoor use,"['Design Specifications', 'Software', 'Advertising']","[0.5201451778411865, 0.2820615768432617, 0.19779330492019653]",Design Specifications,['display'],0.5201451778411865,POSITIVE,0.9856544137001038,display_type,0.25706562399864197,display
35,please apple just give u a reflective transflective display quit trying to fight the sun with photon you are so close to practicality,"['Design Specifications', 'Advertising', 'Software']","[0.4099428653717041, 0.3050021827220917, 0.2850549519062042]",Design Specifications,['display'],0.4099428653717041,NEGATIVE,0.7537911534309387,display_protection,0.21164238452911377,display
36,the reason i am considering buying one of these flat screen curved screen are the worst thing to happen to mobile electronics because screen protector are inefficient and sometimes un doable if a fingerprint sensor is in the display samsung had to know about this before they introduced this plague onto the market but for some reason every engineer threw logic out of the window because they look cool or something it is the main reason i switched ecosystem no stupid curved screen or in screen fingerprint sensor imagine my frustration when i buy a series 7 apple watch and find my actual worst nightmare a flimsy curved screen that scratch if you look at it too often,"['Design Specifications', 'Software', 'Advertising']","[0.5541045665740967, 0.2671050429344177, 0.17879042029380798]",Design Specifications,['display'],0.5541045665740967,NEGATIVE,0.999716818332672,display_protection,0.31030145287513733,display
37,if i am spending dollar800 on a smart watch it better have a battery way longer than 2 day i really hope hybrid screen with either e ink or layered segment display get some investment for this reason,"['Design Specifications', 'Advertising', 'Software']","[0.43009862303733826, 0.3773418664932251, 0.19255951046943665]",Design Specifications,"['display', 'battery']",0.4300986230373382,NEGATIVE,0.9964597821235656,display_protection,0.29063358902931213,display
38,if i am spending dollar800 on a smart watch it better have a battery way longer than 2 day i really hope hybrid screen with either e ink or layered segment display get some investment for this reason,"['Design Specifications', 'Advertising', 'Software']","[0.43009862303733826, 0.3773418664932251, 0.19255951046943665]",Design Specifications,"['display', 'battery']",0.4300986230373382,NEGATIVE,0.9964597821235656,Capacity,0.6283161044120789,battery
39,i hope they make an iphone ultra would love a flat display with a lip like that to make it rugged and not need an additional case,"['Design Specifications', 'Advertising', 'Software']","[0.3681304454803467, 0.33523693680763245, 0.2966325879096985]",Design Specifications,['display'],0.3681304454803467,NEGATIVE,0.9384121894836426,display_type,0.25289177894592285,display
40,something some folk miss is that larger display mean easier for people with poor vision to read larger control mean easier to manipulate so if you are a larger older person this watch is more appealing than if you are a smaller or younger person before you even get to the other feature add being clumsy on top of it and yeah the ruggedness is nice too,"['Design Specifications', 'Software', 'Advertising']","[0.5918219089508057, 0.23005567491054535, 0.1781224012374878]",Design Specifications,['display'],0.5918219089508057,POSITIVE,0.9647690653800964,display_type,0.19873300194740295,display
41,i work outside with park and recreation a a groundskeeper and pre ordered this just for the ruggedness the flat display hopefully will keep dust and particle out of the bezel gap which is the main thing that drive me crazy about the regular apple watch a screen protector also never worked on the curved display a it would bubble up and peel after a couple of week i can not wait,"['Design Specifications', 'Advertising', 'Software']","[0.7555136680603027, 0.1341967135667801, 0.1102895438671112]",Design Specifications,['display'],0.7555136680603027,NEGATIVE,0.9792991280555724,display_type,0.2418249100446701,display
42,8 25 no i am not somebody who never owned a watch i just like the new form factor and especially the all flat display that is much better readable,"['Design Specifications', 'Advertising', 'Software']","[0.6447754502296448, 0.2526957094669342, 0.10252884775400162]",Design Specifications,['display'],0.6447754502296448,NEGATIVE,0.9296247363090516,screen_size_inches,0.2297334223985672,display
43,i do not need the ultra at all i have had the series 3 4 amp 6 all in stainless steel i am going to upgrade my series 6 to the ultra mainly because the series 8 is not much different to the 6 the cost difference is not a lot and i want a different design i will never use the diving hiking or mountain feature but doe that mean this watch is not for me i do not like how sometimes apple seems to suggest just because you will not use the feature the watch wa designed for that you should just get the se i want a bigger brighter screen i want a better battery same thing with the macbooks i am not a pro at all in any sense but i still prefer the macbook pro over the air and i usually want the 16inch pro just for the display quality and battery size my point is i always feel like i should not be buying these product or feel guilty for buying them just because they are not designed for my life case great video a always,"['Design Specifications', 'Software', 'Advertising']","[0.4661654829978943, 0.2788921594619751, 0.2549424171447754]",Design Specifications,"['display', 'battery']",0.4661654829978943,NEGATIVE,0.9978989362716676,display_type,0.20430436730384827,display
44,i do not need the ultra at all i have had the series 3 4 amp 6 all in stainless steel i am going to upgrade my series 6 to the ultra mainly because the series 8 is not much different to the 6 the cost difference is not a lot and i want a different design i will never use the diving hiking or mountain feature but doe that mean this watch is not for me i do not like how sometimes apple seems to suggest just because you will not use the feature the watch wa designed for that you should just get the se i want a bigger brighter screen i want a better battery same thing with the macbooks i am not a pro at all in any sense but i still prefer the macbook pro over the air and i usually want the 16inch pro just for the display quality and battery size my point is i always feel like i should not be buying these product or feel guilty for buying them just because they are not designed for my life case great video a always,"['Design Specifications', 'Software', 'Advertising']","[0.4661654829978943, 0.2788921594619751, 0.2549424171447754]",Design Specifications,"['display', 'battery']",0.4661654829978943,NEGATIVE,0.9978989362716676,Type,0.4725015163421631,battery
45,it is titanium ha a sapphire crystal display and an extra programmable button enough get on my wrist,"['Design Specifications', 'Software', 'Advertising']","[0.9134621620178223, 0.06526029855012894, 0.02127760276198387]",Design Specifications,['display'],0.9134621620178224,POSITIVE,0.9810037016868592,display_type,0.3939908742904663,display
46,maybe in future they will make a ultra iphone mkbhd it sound like that phone will be harder to brake i wish they make iphone ultra one some day and that can go 100 meter deep sapphire display it will be cool,"['Design Specifications', 'Software', 'Advertising']","[0.37264811992645264, 0.36201998591423035, 0.2653319239616394]",Design Specifications,['display'],0.3726481199264526,POSITIVE,0.9852486252784728,display_type,0.2053709179162979,display
47,i have a letsfit iw2 smartwatch it cost me 40 freedom unit shipped to my door doe everything a basic smartwatch need to do along with some custom display an app for android that work well the company is based out of fla i have had people who do not know ask if it is an apple watch and best of all the dang thing last nearly 10 day on a charge apple want 800 freedom unit for their watch and for what i need in a watch hell no,"['Design Specifications', 'Software', 'Advertising']","[0.43039214611053467, 0.30634066462516785, 0.26326724886894226]",Design Specifications,['display'],0.4303921461105346,NEGATIVE,0.9961515069007874,touchscreen_type,0.27933451533317566,display
48,get a garmin watch it gps is awsome it is way way better than apple at golf with not a nice a display,"['Design Specifications', 'Software', 'Advertising']","[0.5995095372200012, 0.2027936726808548, 0.19769679009914398]",Design Specifications,['display'],0.5995095372200012,NEGATIVE,0.9993522763252258,variable_refresh_rate,0.24130381643772125,display
49,i personally wish the regular watch did not have a curved display,"['Design Specifications', 'Advertising', 'Software']","[0.5791723132133484, 0.2422768622636795, 0.17855076491832733]",Design Specifications,['display'],0.5791723132133484,NEGATIVE,0.9968768358230592,variable_refresh_rate,0.2192215621471405,display
50,that is the same spot i am in i have a 4 which is still kicking but i would love an always on display,"['Design Specifications', 'Advertising', 'Software']","[0.40464216470718384, 0.3026863634586334, 0.29267141222953796]",Design Specifications,['display'],0.4046421647071838,POSITIVE,0.9995550513267516,display_type,0.21252739429473877,display
51,and they last for week longer than apple is watch ultra even in the ultra is 60 hour battery saving mode apple writes in the fine print of the product page that it turn off the heart rate and gps sensor just to make it last that long garmin ha both heart rate and gps going for at least 96 hour and multiple day longer if gps is turned off apple would have to change the display technology completely to be able to get it to last longer than 60 hour,"['Design Specifications', 'Software', 'Advertising']","[0.34679466485977173, 0.3323144018650055, 0.3208909034729004]",Design Specifications,"['display', 'battery']",0.3467946648597717,NEGATIVE,0.9974424839019777,variable_refresh_rate,0.322946697473526,display
52,and they last for week longer than apple is watch ultra even in the ultra is 60 hour battery saving mode apple writes in the fine print of the product page that it turn off the heart rate and gps sensor just to make it last that long garmin ha both heart rate and gps going for at least 96 hour and multiple day longer if gps is turned off apple would have to change the display technology completely to be able to get it to last longer than 60 hour,"['Design Specifications', 'Software', 'Advertising']","[0.34679466485977173, 0.3323144018650055, 0.3208909034729004]",Design Specifications,"['display', 'battery']",0.3467946648597717,NEGATIVE,0.9974424839019777,Capacity,0.33858028054237366,battery
53,wonder how battery life and display match between samsung watch 5 pro and apple watch 8 ultra naming scheme go burrr,"['Design Specifications', 'Software', 'Advertising']","[0.45745590329170227, 0.40342333912849426, 0.13912080228328705]",Design Specifications,"['display', 'battery']",0.4574559032917022,NEGATIVE,0.99204021692276,display_type,0.34401893615722656,display
54,wonder how battery life and display match between samsung watch 5 pro and apple watch 8 ultra naming scheme go burrr,"['Design Specifications', 'Software', 'Advertising']","[0.45745590329170227, 0.40342333912849426, 0.13912080228328705]",Design Specifications,"['display', 'battery']",0.4574559032917022,NEGATIVE,0.99204021692276,Capacity,0.4132334291934967,battery
55,funny how smartwatch battery is so important but no one talk about the amazfit smsrtwatches charged my gts 3 friday with always on display and notification on today is wednesday and i am still at 47percent,"['Design Specifications', 'Software', 'Advertising']","[0.47394266724586487, 0.38069263100624084, 0.1453647017478943]",Design Specifications,"['display', 'battery']",0.4739426672458648,NEGATIVE,0.9965903759002686,always_on_display,0.37445497512817383,display
56,funny how smartwatch battery is so important but no one talk about the amazfit smsrtwatches charged my gts 3 friday with always on display and notification on today is wednesday and i am still at 47percent,"['Design Specifications', 'Software', 'Advertising']","[0.47394266724586487, 0.38069263100624084, 0.1453647017478943]",Design Specifications,"['display', 'battery']",0.4739426672458648,NEGATIVE,0.9965903759002686,Capacity,0.3429010212421417,battery
57,2 day and night with always on display or without,"['Design Specifications', 'Software', 'Advertising']","[0.35822007060050964, 0.3209194839000702, 0.3208604156970978]",Design Specifications,['display'],0.3582200706005096,NEGATIVE,0.9792223572731018,always_on_display,0.42773696780204773,display
58,apple can make regular apple watch with bigger battery and flat display but they will not because all they want is your hard earned money,"['Design Specifications', 'Advertising', 'Software']","[0.4650421440601349, 0.33956992626190186, 0.19538792967796326]",Design Specifications,"['display', 'battery']",0.4650421440601349,NEGATIVE,0.9973543882369996,display_type,0.21606658399105072,display
59,apple can make regular apple watch with bigger battery and flat display but they will not because all they want is your hard earned money,"['Design Specifications', 'Advertising', 'Software']","[0.4650421440601349, 0.33956992626190186, 0.19538792967796326]",Design Specifications,"['display', 'battery']",0.4650421440601349,NEGATIVE,0.9973543882369996,Type,0.447540283203125,battery
60,this is way smaller and cheaper than my garmin watch i love the way it look and although my garmin epix 2 with oled display can last a full week even with heavy use i really like the look of this watch and the fact that it will complement the rest of the apple ecosystem,"['Design Specifications', 'Software', 'Advertising']","[0.4067888855934143, 0.3155267536640167, 0.27768439054489136]",Design Specifications,['display'],0.4067888855934143,POSITIVE,0.9981358051300048,display_type,0.22415043413639069,display
61,i prefer the ultra naming scheme pro professional you do not need to be a professional to use the added feature of the airpods pro or the iphone pro whereas the pro xdr display and pro mac option are built for professional use i think apple should migrate consumer level high end product line to the ultra moniker ultra sound premium and will draw enthusiast without muddying the definition of the word pro,"['Design Specifications', 'Software', 'Advertising']","[0.36608758568763733, 0.34289175271987915, 0.2910206615924835]",Design Specifications,['display'],0.3660875856876373,POSITIVE,0.9932435154914856,display_type,0.27433866262435913,display
62,ugly watch i prefer a basic casio digital watch it ha an always on display and a 10 year battery even ha a backlight and best of all it tell the time whenever without pressing button,"['Design Specifications', 'Software', 'Advertising']","[0.4244823455810547, 0.35710784792900085, 0.21840982139110565]",Design Specifications,"['display', 'battery']",0.4244823455810547,NEGATIVE,0.9985432624816896,always_on_display,0.5133030414581299,display
63,ugly watch i prefer a basic casio digital watch it ha an always on display and a 10 year battery even ha a backlight and best of all it tell the time whenever without pressing button,"['Design Specifications', 'Software', 'Advertising']","[0.4244823455810547, 0.35710784792900085, 0.21840982139110565]",Design Specifications,"['display', 'battery']",0.4244823455810547,NEGATIVE,0.9985432624816896,Capacity,0.3910823464393616,battery
64,smartwatches sadly still have some degree of compromise you can actually buy a smartwatch with a replaceable cell battery that last for an entire year but the catch is that the watch is a hybrid smartwatch and hybrid smartwatches prioritise being a watch over being a smart device ironically the first ever smartphone that paired to a phone wa actually a hybrid smartwatch the sony ericsson mbw 100 this watch wa a mechanical watch with an led display at the bottom for notification and music and had playback control on the side and incredibly there are still watch that follow similar principle the most modern one i have seen use e ink display a the watch face with hand that will move out of the way whenever you get a notification or navigate through certain menu and setting one of the popular example of a watch with this setup being fossil is hybrid hr watch these however do not have replaceable battery but do have rechargeable battery that only need recharging once every 2 week but another type is a hybrid watch that ha no display at all and will instead point to a number on the dial that you can assign to notification relating to an app or a contact personally i have not had a good experience with fossil is version of these watch on android i had syncing issue and on io it would only accept notification from apps that fossil had personally whitelisted no idea why especially since their hybrid hr watch support all apps but that is how it is but there are other company that make these including none other than armani these watch look like normal watch and do not use much power which is how they are able to keep going for an entire year or more but yeah i have not seen a single hybrid that support third party application and sadly they are rather underrated a watch sure they are more minimalist when it get to functionality but they do have a kind of secret agent spy watch kind of quality to them that i think make them stand out,"['Design Specifications', 'Software', 'Advertising']","[0.5104392766952515, 0.3792259395122528, 0.11033470928668976]",Design Specifications,"['display', 'battery']",0.5104392766952515,NEGATIVE,0.9986698627471924,variable_refresh_rate,0.1886402666568756,display
